user_id,week,MCQ.TOT.FACT,MCQ.PERC.CO.FACT,EXC.TOT.FACT,EXC.PERC.CO.FACT,VID.TOT.FACT,MCQ.SH.TOT.FACT,TG.DENS.FACT,MC.EVAL.FACT,MC.ORIENT.FACT,CONTENT.ACCESS.FACT,ntimes
207,10,0,0,0,0,0,0,Q4,0,0,Q2,12
207,11,Q4,Q1,Q3,Q4,Q2,0,Q4,0,0,Q2,12
207,12,Q3,Q2,Q2,Q3,Q3,0,Q4,0,0,Q4,12
207,13,Q1,Q4,Q4,Q4,0,0,Q2,0,0,0,12
208,2,Q4,Q2,Q2,Q3,Q3,Q4,Q3,Q3,Q1,Q4,12
208,3,Q2,Q4,Q1,Q4,Q3,Q1,Q4,Q3,Q1,Q2,12
208,4,Q2,Q4,Q1,Q4,Q3,Q2,Q4,Q1,Q1,Q4,12
208,5,Q4,Q4,Q1,Q4,Q3,Q4,Q4,Q1,0,Q3,12
208,6,Q2,Q3,Q3,Q4,Q1,Q3,Q2,Q3,0,Q3,12
208,7,Q2,Q2,Q1,Q4,Q4,Q3,Q4,Q2,0,Q4,12
208,8,Q3,Q4,Q2,Q4,Q4,Q3,Q4,0,0,Q2,12
208,9,Q2,Q4,Q1,Q4,Q4,Q3,Q4,0,0,Q4,12
208,10,Q1,Q1,Q1,Q4,Q3,Q3,Q4,Q1,0,Q2,12
208,11,0,0,Q1,Q4,Q2,0,Q3,0,0,Q3,12
208,12,Q1,0,Q1,Q4,Q4,Q2,Q4,0,Q2,Q3,12
208,13,Q1,Q3,Q4,Q4,Q1,Q1,Q1,0,0,Q3,12
209,2,Q4,Q3,Q3,Q1,Q3,Q4,Q4,Q1,0,Q3,12
209,3,Q4,Q2,Q3,Q2,Q3,Q1,Q4,Q4,0,Q2,12
209,4,Q4,Q1,Q4,Q1,Q3,Q1,Q4,Q3,0,Q2,12
209,5,Q4,Q2,Q3,Q2,Q3,Q4,Q4,Q3,0,Q2,12
209,6,Q2,Q2,Q4,Q4,Q3,Q2,Q3,0,0,Q1,12
209,7,Q4,Q4,Q1,Q4,Q2,Q4,Q4,Q4,0,Q4,12
209,8,Q4,Q3,Q1,Q4,Q3,Q4,Q4,Q2,0,Q1,12
209,9,Q4,Q3,Q1,Q4,Q3,Q4,Q4,Q3,0,Q2,12
209,10,Q3,Q3,Q1,Q4,Q1,Q4,Q4,Q4,0,Q1,12
209,11,Q4,Q3,Q1,Q4,Q4,Q4,Q4,Q4,0,Q3,12
209,12,Q4,Q3,Q1,Q4,Q3,Q4,Q4,Q4,0,Q3,12
209,13,Q2,Q1,Q2,Q2,Q2,0,Q1,0,0,0,12
210,2,Q4,Q3,Q3,Q2,Q2,Q3,Q4,Q4,Q4,Q4,11
210,3,Q4,Q3,Q3,Q2,Q4,Q4,Q4,Q4,0,Q4,11
210,4,Q4,Q2,Q1,Q4,Q4,Q4,Q4,Q4,0,Q3,11
210,5,Q1,Q1,Q4,Q1,0,Q1,Q2,Q1,Q1,Q1,11
210,6,Q3,Q4,0,0,Q1,Q4,Q2,Q4,0,Q2,11
210,7,Q1,Q3,0,0,0,Q2,Q3,Q2,0,Q3,11
210,8,Q2,Q3,Q1,Q4,Q2,Q3,Q4,Q4,0,Q4,11
210,9,Q3,Q3,Q3,Q3,Q2,Q4,Q4,Q4,0,Q4,11
210,10,0,0,0,0,Q2,0,Q1,0,0,Q1,11
210,11,0,0,Q2,Q1,0,0,Q2,0,0,0,11
210,13,Q4,Q3,Q3,Q3,Q2,Q4,0,0,0,0,11
211,2,Q2,Q3,Q4,Q1,Q4,Q4,Q4,Q3,Q3,Q3,12
211,3,Q4,Q2,Q4,Q1,Q3,Q4,Q3,Q1,0,Q1,12
211,4,Q1,Q4,Q3,Q1,Q4,Q1,Q3,Q1,Q2,Q1,12
211,5,0,0,Q3,Q1,0,0,Q2,Q1,0,Q1,12
211,6,Q4,Q3,Q2,Q2,Q3,Q4,Q3,0,Q1,Q3,12
211,7,0,0,Q2,Q3,Q3,0,Q3,0,0,Q2,12
211,8,0,0,Q4,Q1,Q3,0,Q3,0,Q1,Q2,12
211,9,0,0,Q3,Q2,0,0,Q2,0,0,0,12
211,10,0,0,Q2,Q3,0,0,Q1,Q3,0,0,12
211,11,0,0,Q3,Q2,0,0,Q2,0,0,0,12
211,12,0,0,Q4,Q1,0,0,Q2,0,0,0,12
211,13,Q2,Q3,Q3,Q3,Q2,Q3,Q1,0,0,0,12
213,2,Q4,Q2,Q4,Q2,Q3,Q3,Q4,Q2,Q1,Q4,12
213,3,Q4,Q2,Q2,Q2,Q3,Q3,Q3,Q2,0,Q2,12
213,4,Q2,Q1,Q4,Q1,Q3,Q1,Q3,0,0,Q1,12
213,5,Q3,Q2,Q4,Q1,0,Q1,Q3,0,0,Q2,12
213,6,0,0,Q2,Q1,0,0,Q1,0,0,Q1,12
213,7,Q3,Q3,Q2,Q3,Q4,0,Q4,Q2,0,Q3,12
213,8,Q2,Q4,Q2,Q4,Q4,0,Q3,0,0,Q2,12
213,9,Q4,Q3,Q2,Q4,Q4,Q1,Q4,0,0,Q3,12
213,10,Q3,Q4,Q1,Q4,Q1,0,Q3,0,0,Q1,12
213,11,Q3,Q2,Q2,Q4,Q4,Q1,Q4,Q1,0,Q2,12
213,12,Q1,Q4,Q1,Q4,Q1,0,Q3,Q4,0,Q2,12
213,13,Q4,Q2,Q4,Q2,Q3,Q2,Q4,Q1,0,Q3,12
215,2,Q1,Q4,Q2,Q3,Q4,0,Q2,0,0,Q4,12
215,3,Q2,Q3,Q2,Q3,Q4,Q2,Q3,0,0,Q3,12
215,4,Q1,0,Q3,Q2,Q2,Q1,Q2,0,0,Q2,12
215,5,0,0,Q4,Q1,0,0,Q2,0,0,Q1,12
215,6,Q3,Q2,Q1,Q3,Q4,Q4,Q3,0,Q1,Q4,12
215,7,0,0,Q4,Q1,0,0,Q1,0,0,0,12
215,8,Q1,Q4,Q4,Q1,Q4,Q1,Q3,0,0,Q3,12
215,9,0,0,Q4,Q1,Q1,0,Q2,0,0,Q4,12
215,10,0,0,Q4,Q1,0,0,Q2,0,0,Q4,12
215,11,Q1,0,Q3,Q2,0,Q1,Q2,0,0,Q3,12
215,12,0,0,Q3,Q2,Q1,0,Q3,0,0,Q4,12
215,13,Q1,Q4,Q2,Q1,Q2,0,Q3,0,0,Q3,12
216,2,Q3,Q4,Q1,Q4,Q4,Q2,Q3,0,0,Q3,12
216,3,Q4,Q4,Q1,Q4,Q3,Q2,Q3,Q2,0,Q3,12
216,4,Q2,Q4,Q1,Q4,Q4,Q1,Q2,0,0,Q3,12
216,5,Q3,Q4,Q1,Q4,Q3,Q1,Q4,0,0,Q2,12
216,6,Q1,Q4,Q2,Q4,Q1,0,Q1,Q3,0,Q1,12
216,7,Q2,Q4,Q1,Q4,Q4,0,Q4,Q1,0,Q4,12
216,8,Q3,Q4,Q1,Q4,Q4,0,Q4,Q4,0,Q3,12
216,9,Q2,Q4,Q1,Q4,Q3,0,Q4,0,0,Q3,12
216,10,Q2,Q3,Q1,Q4,Q3,Q1,Q4,0,0,Q2,12
216,11,Q2,Q4,Q1,Q4,Q1,0,Q4,Q1,0,Q1,12
216,12,Q2,Q4,Q1,Q4,Q3,Q1,Q4,Q2,0,Q2,12
216,13,Q2,Q4,Q4,Q4,Q3,Q1,Q1,0,0,0,12
217,2,Q1,Q4,0,0,0,0,Q4,Q2,Q4,Q4,12
217,3,Q3,Q3,Q1,Q4,Q3,Q3,Q4,Q3,Q2,Q4,12
217,4,Q4,Q3,Q4,Q3,Q3,Q2,Q4,Q4,Q3,Q3,12
217,5,Q3,Q3,Q2,Q4,Q1,Q1,Q4,Q2,Q4,Q3,12
217,6,Q1,Q1,Q3,Q3,Q1,Q1,Q2,Q3,Q1,Q1,12
217,7,0,0,Q3,Q2,0,0,Q2,Q2,Q3,Q1,12
217,8,0,0,Q4,Q1,0,0,Q2,Q1,0,0,12
217,9,Q2,Q2,Q4,Q1,0,Q1,Q3,0,0,Q2,12
217,10,Q1,Q4,Q3,Q1,Q1,0,Q2,0,0,0,12
217,11,Q4,Q4,Q3,Q3,Q3,0,Q4,0,0,Q2,12
217,12,0,0,Q4,Q1,0,0,Q2,0,0,0,12
217,13,Q3,Q2,Q4,Q2,Q3,Q2,0,0,0,0,12
218,2,0,0,Q1,Q3,0,0,Q1,0,0,Q1,12
218,3,0,0,Q1,Q4,0,0,Q1,0,0,0,12
218,4,Q2,Q3,0,0,0,Q1,Q2,0,0,Q1,12
218,5,Q2,Q4,Q1,Q4,Q1,Q2,Q3,Q4,0,Q1,12
218,6,Q1,Q3,Q2,Q3,Q1,Q2,Q3,Q1,0,Q2,12
218,7,0,0,Q1,Q4,0,0,Q1,0,0,Q1,12
218,8,0,0,Q2,Q4,0,0,Q2,0,0,Q1,12
218,9,0,0,Q1,Q4,0,0,Q2,0,0,Q1,12
218,10,0,0,Q2,Q4,0,0,Q1,0,0,Q2,12
218,11,0,0,Q1,Q4,0,0,Q2,0,0,Q3,12
218,12,0,0,Q1,Q4,0,0,Q1,0,0,Q3,12
218,13,Q1,Q1,0,0,0,Q1,Q2,0,0,Q4,12
219,2,0,0,0,0,0,0,Q1,0,Q1,Q2,12
219,3,0,0,Q3,Q4,0,0,Q1,0,0,Q1,12
219,4,0,0,Q1,Q4,0,0,Q1,Q2,0,0,12
219,5,0,0,Q1,Q4,0,0,Q1,0,0,Q1,12
219,6,Q3,Q3,Q2,Q4,Q4,Q4,Q2,0,0,Q2,12
219,7,0,0,Q1,Q4,0,0,Q1,0,0,0,12
219,8,0,0,Q1,Q4,0,0,Q1,0,0,0,12
219,9,0,0,Q1,Q4,0,0,Q1,0,0,0,12
219,10,0,0,0,0,0,0,0,0,0,0,12
219,11,0,0,Q2,Q4,0,0,Q1,0,0,0,12
219,12,0,0,0,0,0,0,0,0,0,0,12
219,13,Q3,Q3,Q2,Q4,Q2,Q4,Q1,0,0,0,12
220,2,Q1,Q3,Q3,Q1,Q2,Q1,Q3,Q1,Q1,Q2,12
220,3,Q1,Q3,Q3,Q2,Q3,Q2,Q3,Q2,0,Q3,12
220,4,Q1,Q4,Q3,Q2,Q3,Q1,Q2,0,0,Q3,12
220,5,Q1,Q1,Q4,Q1,Q1,0,Q3,0,Q1,Q4,12
220,6,Q1,Q1,Q2,Q3,Q4,Q1,Q2,0,Q1,Q4,12
220,7,0,0,Q2,Q3,Q4,0,Q3,0,0,Q4,12
220,8,Q1,Q1,Q2,Q3,Q3,Q2,Q3,0,0,Q3,12
220,9,Q2,Q1,Q4,Q1,Q4,Q3,Q4,Q3,0,Q4,12
220,10,0,0,0,0,Q3,0,Q4,Q3,0,Q3,12
220,11,Q1,Q1,Q4,Q1,Q2,Q3,Q3,0,0,Q3,12
220,12,Q2,Q1,Q4,Q2,Q4,Q3,Q4,Q4,0,Q3,12
220,13,Q3,Q3,Q2,Q2,Q4,Q4,Q4,0,0,Q4,12
222,2,Q1,0,Q2,Q3,0,Q1,Q1,0,Q1,Q2,12
222,3,Q1,Q1,Q2,Q3,Q1,Q3,Q3,0,Q1,Q3,12
222,4,0,0,Q3,Q2,Q1,0,Q2,0,0,Q4,12
222,5,Q1,Q3,Q1,Q4,Q3,Q1,Q3,0,0,Q3,12
222,6,Q1,Q4,Q3,Q4,Q1,Q1,Q2,0,0,Q3,12
222,7,0,0,Q2,Q3,Q1,0,Q3,0,0,Q3,12
222,8,0,0,Q1,Q3,0,0,Q3,0,0,Q3,12
222,9,0,0,Q4,Q1,0,0,Q2,0,0,Q1,12
222,10,0,0,Q4,Q1,0,0,Q2,0,0,Q1,12
222,11,0,0,Q4,Q1,Q1,0,Q3,0,0,Q1,12
222,12,0,0,Q3,Q2,0,0,Q3,0,0,Q1,12
222,13,Q2,Q2,Q3,Q3,Q4,Q4,Q4,0,0,Q2,12
223,2,Q4,Q1,Q1,Q4,Q3,Q1,Q4,Q1,0,Q2,12
223,3,0,0,Q3,Q2,Q1,0,Q2,Q1,0,Q2,12
223,4,Q2,Q1,Q3,Q2,Q1,Q2,Q4,Q2,0,Q4,12
223,5,Q1,0,Q2,Q2,Q1,Q1,Q3,Q1,0,Q4,12
223,6,Q2,Q2,Q4,Q2,Q1,Q1,Q3,Q3,0,Q2,12
223,7,Q1,Q1,Q3,Q2,Q2,Q2,Q4,Q2,0,Q3,12
223,8,0,0,Q2,Q3,0,0,Q2,0,0,Q1,12
223,9,0,0,Q4,Q1,Q4,0,Q3,0,0,Q4,12
223,10,0,0,Q1,Q4,0,0,Q1,0,0,Q1,12
223,11,0,0,Q2,Q3,Q3,0,Q3,0,0,Q2,12
223,12,0,0,Q1,Q4,0,0,Q2,0,Q4,Q1,12
223,13,Q3,Q1,Q4,Q1,Q2,Q1,Q3,0,0,Q4,12
224,2,0,0,0,0,0,0,0,0,0,0,11
224,3,Q1,Q1,Q1,Q4,0,Q1,Q1,0,0,Q3,11
224,4,Q1,Q4,Q1,Q4,Q2,Q2,Q2,0,0,Q1,11
224,5,Q1,Q4,Q1,Q4,0,Q1,Q2,0,0,Q1,11
224,6,Q2,Q1,Q1,Q2,Q3,Q2,Q3,0,0,Q1,11
224,7,Q1,Q1,Q1,Q4,0,Q1,Q2,0,0,Q2,11
224,9,0,0,Q3,Q1,0,0,Q2,0,0,Q1,11
224,10,0,0,0,0,0,0,0,0,0,0,11
224,11,0,0,Q1,Q2,0,0,Q3,Q1,0,Q3,11
224,12,0,0,Q3,Q3,0,0,Q3,0,0,Q1,11
224,13,Q2,Q1,Q3,Q3,Q4,Q2,0,0,0,0,11
226,2,0,0,Q4,Q1,0,0,Q2,0,Q1,Q3,12
226,3,Q3,Q1,Q3,Q1,Q4,Q3,Q2,0,0,Q3,12
226,4,Q4,Q1,Q3,Q2,Q4,Q4,Q4,Q4,0,Q4,12
226,5,Q3,Q2,Q3,Q2,Q4,0,Q4,Q2,0,Q2,12
226,6,Q4,Q2,Q4,Q3,Q3,0,Q3,0,Q3,Q3,12
226,7,Q3,Q1,Q4,Q1,Q4,0,Q3,0,0,Q2,12
226,8,Q4,Q1,Q1,Q4,Q4,0,Q3,0,0,Q4,12
226,9,Q4,Q2,Q1,Q4,Q4,Q1,Q3,Q3,0,Q3,12
226,10,Q4,Q1,Q1,Q4,Q4,0,Q4,Q4,Q3,Q4,12
226,11,Q4,Q2,Q2,Q4,Q3,0,Q3,0,0,Q3,12
226,12,Q3,Q2,Q1,Q4,Q4,0,Q4,Q3,Q3,Q3,12
226,13,Q1,Q4,Q3,Q4,0,0,Q1,0,0,0,12
227,2,0,0,Q2,Q3,Q2,0,Q2,Q1,Q2,Q3,12
227,3,Q2,Q3,Q2,Q3,Q1,Q3,Q3,Q2,0,Q2,12
227,4,Q1,Q2,Q2,Q3,Q1,0,Q3,Q4,0,Q3,12
227,5,Q1,Q3,Q2,Q3,0,Q1,Q3,Q3,Q4,Q4,12
227,6,Q1,Q1,Q2,Q4,Q2,Q1,Q2,0,0,Q2,12
227,7,0,0,Q1,Q4,0,0,Q1,0,0,Q3,12
227,8,0,0,Q1,Q4,0,0,Q2,0,Q3,Q2,12
227,9,0,0,Q2,Q4,0,0,Q2,Q4,0,Q2,12
227,10,Q1,Q2,Q1,Q4,Q2,Q1,Q3,Q3,0,Q2,12
227,11,0,0,Q1,Q4,0,0,Q3,0,Q4,Q4,12
227,12,0,0,Q1,Q4,0,0,Q2,0,0,Q4,12
227,13,Q2,Q3,Q3,Q4,0,Q4,0,0,0,0,12
228,2,Q4,Q1,Q4,Q1,Q3,Q4,Q4,Q4,Q1,Q4,12
228,3,Q3,Q3,Q3,Q3,Q1,Q2,Q4,Q4,0,Q4,12
228,4,Q3,Q2,Q4,Q3,Q3,Q4,Q4,Q4,Q1,Q4,12
228,5,Q4,Q2,Q2,Q3,0,Q3,Q3,Q1,0,Q4,12
228,6,Q2,Q1,Q3,Q2,Q2,Q2,Q3,0,Q1,Q1,12
228,7,Q2,Q3,Q3,Q3,Q4,0,Q4,Q2,0,Q4,12
228,8,Q4,Q1,Q2,Q3,Q1,0,0,Q4,0,Q4,12
228,9,Q4,Q2,Q3,Q2,Q1,0,Q4,Q1,0,Q4,12
228,10,Q4,Q3,Q4,Q3,Q1,Q1,Q4,0,0,Q2,12
228,11,Q2,Q2,Q4,Q3,0,0,Q3,0,0,Q4,12
228,12,Q1,Q4,Q4,Q1,0,0,Q3,0,Q1,Q4,12
228,13,Q4,Q2,Q4,Q3,0,Q3,Q4,0,0,Q3,12
229,2,Q4,Q1,Q1,Q3,Q3,Q4,Q3,Q1,0,Q2,12
229,3,Q3,Q2,Q2,Q3,Q3,Q4,Q3,0,0,Q1,12
229,4,Q3,Q3,Q2,Q3,Q3,Q4,Q4,0,0,Q2,12
229,5,Q3,Q3,Q2,Q4,0,0,Q3,0,Q2,Q3,12
229,6,0,0,Q1,Q4,0,0,Q1,0,0,0,12
229,7,0,0,Q1,Q3,0,0,Q1,0,0,Q1,12
229,8,0,0,Q4,Q2,0,0,Q2,0,0,0,12
229,9,0,0,Q2,Q3,0,0,Q2,0,0,0,12
229,10,0,0,Q1,Q3,0,0,Q2,0,0,0,12
229,11,0,0,Q2,Q1,0,0,Q2,0,0,0,12
229,12,0,0,Q3,Q2,0,0,Q2,0,0,0,12
229,13,Q4,Q1,Q2,Q3,Q4,0,0,0,0,0,12
230,2,Q1,Q4,Q1,Q3,Q2,Q1,Q2,0,0,Q1,12
230,3,Q1,Q4,Q1,Q4,Q2,Q1,Q2,0,0,Q1,12
230,4,0,0,Q3,Q2,0,0,Q1,0,0,Q1,12
230,5,0,0,Q1,Q4,Q3,0,Q2,0,0,Q1,12
230,6,Q1,Q4,Q1,Q3,Q2,Q1,Q2,0,0,Q1,12
230,7,0,0,Q1,Q4,0,0,Q1,0,0,Q1,12
230,8,0,0,Q2,Q3,0,0,Q2,0,0,Q1,12
230,9,0,0,Q1,Q1,0,0,Q2,0,0,Q1,12
230,10,0,0,0,0,0,0,Q1,0,0,Q1,12
230,11,0,0,Q3,Q2,0,0,Q2,0,0,Q1,12
230,12,0,0,Q3,Q1,Q1,0,Q3,Q2,0,Q1,12
230,13,Q3,Q4,Q2,Q4,Q4,Q2,0,0,0,0,12
232,2,Q1,Q2,Q3,Q1,Q4,Q1,Q3,0,Q2,Q3,12
232,3,Q2,Q2,Q1,Q2,Q3,Q2,Q3,Q1,0,Q2,12
232,4,Q2,Q1,Q2,Q3,Q3,Q3,Q4,0,0,Q3,12
232,5,0,0,Q3,Q2,0,0,Q2,0,0,Q2,12
232,6,Q2,Q2,Q1,Q1,Q4,Q2,Q3,Q1,Q1,Q4,12
232,7,Q2,Q4,Q2,Q4,Q4,Q3,Q4,0,0,Q3,12
232,8,0,0,Q4,Q1,0,0,Q2,0,0,Q3,12
232,9,0,0,Q2,Q3,0,0,Q2,0,0,Q1,12
232,10,0,0,Q2,Q3,0,0,Q3,0,0,Q3,12
232,11,0,0,Q4,Q1,0,0,Q2,0,0,0,12
232,12,0,0,Q3,Q1,0,0,Q2,0,0,0,12
232,13,0,0,Q1,Q1,0,0,Q2,0,0,0,12
234,2,Q2,Q4,Q4,Q1,Q1,Q1,Q2,Q1,0,Q2,12
234,3,Q3,Q1,Q4,Q3,Q2,0,Q2,0,0,Q1,12
234,4,0,0,Q3,Q1,0,0,Q1,Q2,0,0,12
234,5,0,0,Q4,Q1,0,0,Q1,0,0,Q1,12
234,6,Q3,Q1,Q1,Q1,Q1,0,Q1,0,0,Q1,12
234,7,0,0,Q2,Q3,0,0,Q1,0,0,0,12
234,8,0,0,Q3,Q2,0,0,Q2,0,0,0,12
234,9,0,0,Q2,Q3,0,0,Q2,0,0,0,12
234,10,0,0,Q3,Q1,0,0,Q2,0,0,0,12
234,11,Q3,Q1,Q3,Q2,0,0,Q3,0,0,Q4,12
234,12,0,0,Q3,Q3,0,0,Q2,0,0,Q3,12
234,13,Q4,Q2,0,0,0,Q3,Q4,0,0,Q4,12
235,2,Q3,Q1,Q1,Q3,Q4,Q4,Q4,0,0,Q2,11
235,3,Q1,Q3,Q1,Q3,0,Q1,Q1,0,0,Q1,11
235,5,Q2,Q3,Q1,Q1,0,Q3,Q3,0,0,Q3,11
235,6,Q2,Q3,Q3,Q1,Q1,Q1,Q3,0,0,Q2,11
235,7,Q2,Q2,Q2,Q3,Q3,Q3,Q4,0,0,Q3,11
235,8,0,0,Q2,Q3,0,0,Q2,0,0,Q2,11
235,9,0,0,Q1,Q1,0,0,Q2,0,0,Q1,11
235,10,0,0,Q2,Q3,0,0,Q3,0,Q4,Q1,11
235,11,Q1,Q1,Q2,Q3,0,Q2,Q3,0,0,Q3,11
235,12,Q1,0,Q3,Q3,0,Q1,Q3,0,0,Q2,11
235,13,Q3,Q2,Q1,Q1,Q1,Q2,Q1,0,0,0,11
236,2,Q1,Q2,Q2,Q2,Q2,Q2,Q3,Q3,0,Q2,12
236,3,Q1,Q1,Q4,Q1,Q1,Q1,Q2,0,0,Q1,12
236,4,0,0,Q4,Q1,0,0,Q1,0,Q3,Q2,12
236,5,Q2,Q1,Q4,Q1,0,Q3,Q3,Q3,0,Q3,12
236,6,Q3,Q2,Q1,Q2,Q4,Q4,Q4,0,Q1,Q4,12
236,7,0,0,Q4,Q1,0,0,Q1,0,0,Q3,12
236,8,0,0,Q4,Q1,0,0,Q2,Q3,0,0,12
236,9,0,0,Q1,Q3,0,0,Q2,Q3,0,Q1,12
236,10,0,0,0,0,0,0,Q2,Q3,0,Q3,12
236,11,0,0,Q4,Q1,0,0,Q2,Q1,0,Q3,12
236,12,0,0,Q1,Q1,0,0,Q3,0,Q1,Q2,12
236,13,0,0,Q1,Q3,0,0,Q4,Q1,0,Q3,12
237,2,Q1,Q4,Q2,Q3,Q4,Q1,Q3,0,0,Q3,12
237,3,Q3,Q3,Q3,Q2,Q2,Q4,Q4,Q1,0,Q3,12
237,4,Q3,Q2,Q1,Q4,Q3,Q4,Q4,Q1,0,Q4,12
237,5,0,0,Q3,Q2,Q2,0,Q3,Q1,0,Q3,12
237,6,Q1,Q2,Q2,Q1,Q1,Q1,Q1,0,0,Q1,12
237,7,Q1,Q2,Q4,Q1,Q1,Q1,Q3,0,0,Q3,12
237,8,0,0,Q4,Q1,0,0,Q2,Q3,0,Q1,12
237,9,0,0,Q1,Q1,0,0,Q2,0,0,0,12
237,10,0,0,Q4,Q1,0,0,Q2,0,0,0,12
237,11,0,0,Q4,Q1,0,0,Q2,0,0,0,12
237,12,0,0,Q3,Q1,0,0,Q2,0,0,0,12
237,13,Q1,Q2,Q2,Q1,Q1,Q2,Q2,0,0,0,12
239,2,Q1,Q3,Q3,Q1,Q3,0,Q2,0,Q2,Q2,12
239,3,Q2,Q3,Q3,Q2,Q2,Q1,Q2,Q1,0,Q1,12
239,4,Q1,Q3,Q1,Q3,Q2,0,Q3,0,0,Q2,12
239,5,0,0,Q1,Q3,0,0,Q1,0,0,0,12
239,6,Q1,Q1,Q2,Q2,Q3,Q2,Q2,0,0,Q2,12
239,7,Q2,Q4,Q2,Q4,Q2,0,Q3,Q1,0,Q1,12
239,8,0,0,Q3,Q2,0,0,Q2,0,0,0,12
239,9,0,0,Q1,0,0,0,0,0,0,0,12
239,10,0,0,0,0,Q1,0,Q3,0,0,Q1,12
239,11,0,0,Q4,Q1,0,0,Q2,0,0,Q3,12
239,12,0,0,Q4,Q1,0,0,Q2,0,0,0,12
239,13,Q1,Q1,Q2,Q1,Q1,Q2,Q1,0,0,0,12
240,2,Q2,Q3,Q3,Q1,Q3,Q1,Q4,Q4,0,Q3,12
240,3,Q4,Q2,Q4,Q2,Q3,0,Q3,Q4,0,Q4,12
240,4,Q4,Q3,Q3,Q2,Q2,Q2,Q4,Q4,0,Q4,12
240,5,Q4,Q1,Q3,Q2,Q3,Q4,Q4,Q4,0,Q3,12
240,6,Q3,Q1,Q3,Q3,Q1,Q1,Q3,0,Q3,Q4,12
240,7,0,0,Q1,Q4,0,0,Q1,0,0,Q3,12
240,8,Q2,Q3,Q2,Q4,Q2,Q3,Q4,Q1,0,Q1,12
240,9,0,0,Q1,Q4,0,0,Q2,Q2,0,Q2,12
240,10,0,0,0,0,0,0,Q1,0,0,Q1,12
240,11,Q3,Q1,Q1,Q4,Q3,Q1,Q4,Q1,Q4,Q2,12
240,12,Q4,Q3,Q1,Q4,Q1,Q4,Q4,Q2,0,Q3,12
240,13,Q3,Q2,Q3,Q3,Q1,Q3,Q4,0,Q2,Q4,12
241,2,Q2,Q3,Q3,Q2,Q3,Q4,Q3,0,Q2,Q1,12
241,3,Q4,Q2,Q2,Q3,Q3,Q4,Q4,Q4,0,Q4,12
241,4,Q4,Q2,Q1,Q3,Q4,Q4,Q3,Q1,0,Q2,12
241,5,Q4,Q1,Q2,Q2,Q3,Q3,Q4,Q1,0,Q2,12
241,6,Q2,Q2,Q4,Q2,0,0,Q3,0,Q1,Q2,12
241,7,0,0,Q2,Q2,0,0,Q2,0,0,Q2,12
241,8,0,0,Q1,Q4,Q4,0,Q4,Q2,0,Q2,12
241,9,Q4,Q2,Q1,Q4,Q3,Q3,Q4,Q3,0,Q4,12
241,10,Q4,Q3,Q1,Q4,Q3,Q4,0,0,0,0,12
241,11,0,0,Q2,Q4,Q2,0,Q4,Q4,0,Q4,12
241,12,Q4,Q3,Q2,Q4,Q3,Q1,Q4,0,0,Q1,12
241,13,Q4,Q2,Q2,Q2,Q4,Q4,0,0,0,0,12
242,2,Q2,Q2,Q1,Q3,Q3,0,Q3,0,Q3,Q2,12
242,3,Q3,Q2,Q4,Q2,Q3,0,Q4,Q1,Q2,Q2,12
242,4,Q3,Q4,Q1,Q4,Q1,0,Q4,Q1,Q4,Q4,12
242,5,Q2,Q1,Q1,Q4,Q1,0,Q3,0,0,Q3,12
242,6,Q4,Q3,Q4,Q3,Q2,Q2,Q4,0,Q4,Q3,12
242,7,Q1,Q2,Q2,Q3,Q1,0,Q3,0,Q3,Q2,12
242,8,Q1,Q3,Q4,Q2,Q3,0,Q4,0,Q2,Q2,12
242,9,Q2,Q4,Q2,Q1,Q2,0,Q2,0,0,Q3,12
242,10,0,0,Q2,Q3,0,0,Q2,0,0,0,12
242,11,Q3,Q1,Q3,Q3,Q2,0,Q3,Q3,0,Q3,12
242,12,0,0,Q2,Q4,0,0,Q2,0,0,Q3,12
242,13,Q2,Q3,Q4,Q3,Q2,0,Q1,0,0,Q1,12
243,2,0,0,Q2,Q3,0,0,Q1,0,0,Q1,12
243,3,Q1,Q1,Q4,Q1,Q2,Q1,Q2,Q3,0,Q1,12
243,4,0,0,Q1,Q4,Q3,0,Q2,0,0,Q1,12
243,5,Q1,Q4,Q1,Q4,0,Q1,Q2,Q2,0,Q1,12
243,6,Q3,Q4,Q1,Q2,0,Q1,Q1,0,Q3,Q2,12
243,7,0,0,Q1,Q4,0,0,Q1,0,0,0,12
243,8,0,0,Q4,Q1,0,0,Q2,0,0,0,12
243,9,0,0,Q3,Q2,0,0,Q2,0,0,Q1,12
243,10,0,0,Q4,Q1,0,0,Q2,0,0,0,12
243,11,0,0,Q4,Q1,0,0,Q2,Q1,0,Q1,12
243,12,0,0,Q4,Q1,0,0,Q3,0,0,Q2,12
243,13,0,0,0,0,0,0,Q1,0,0,Q2,12
244,2,0,0,Q1,0,0,0,Q1,0,Q1,Q1,9
244,3,Q4,Q2,Q4,Q2,Q4,Q3,Q3,Q1,0,Q3,9
244,4,0,0,0,0,0,0,0,0,0,0,9
244,5,0,0,Q1,0,0,0,Q1,0,0,Q1,9
244,6,Q1,Q2,Q1,Q3,Q1,Q1,Q1,0,0,Q2,9
244,7,0,0,Q1,Q3,0,0,Q2,0,0,Q2,9
244,8,0,0,Q3,Q2,0,0,0,0,0,0,9
